"CONTEXT (DO NOT MODIFY)","ENGLISH (DO NOT MODIFY)","LOCALIZED (EDIT THIS COLUMN)"
"speech:wrong-gender","Why do you ask?","なぜですか？"
"speech:wrong-gender","As the document says.","書類のままです。"
"speech:wrong-gender","What is this question?","どういう意味ですか？"
"speech:ask-wrong-gender-busted","There is a problem with your documentation.","書類に問題があります。"
"speech:ask-approved","Glory to Arstotzka.","アルストツカに栄光あれ。"
"speech:ask-approved","Cause no trouble.","問題を起こさぬように。"
"speech:ask-nativesonly","Try again.","また来て下さい。"
"speech:ask-nativesonly","Arstotzkans only.","アルストツカ人以外は入国できません。"
"speech:ask-wrong-nation","No entry from Obristan.","オブリスタ人は入国できません。"
"speech:ask-wrong-nation","No entry from Kolechia.","コレチア人は入国できません。"
"speech:ask-wrong-nation","No entry from United Federation.","合衆連邦国民は入国できません。"
"speech:ask-wrong-nation","No entry from Antegria.","アンテグリア人は入国できません。"
"speech:ask-wrong-nation","No entry from Republia.","リパブリア人は入国できません。"
"speech:ask-wrong-nation","No entry from Arstotzka.","アルストツカ人は入国できません。"
"speech:ask-wrong-nation","No entry from Impor.","インポール人は入国できません。"
"speech:ask-search","Face the scanner.","スキャナーに体を向けて下さい。"
"speech:ask-search","Turn towards the scanner.","スキャナーの方を向いて下さい。"
"speech:ask-detain","Wait here.","ここで待っていて下さい。"
"speech:ask-detain","One moment please.","少々お待ち下さい。"
"speech:detain","What are you doing?","何している？"
"speech:detain","What is happening?","何が起きた？"
"speech:detain","What is this?","これ何？"
"speech:detain","You cannot do this!","こんなことしてはいけない！"
"speech:detain","What will happen to me?","私はどうなりますか？"
"speech:detain","Who do you think you are?","どういうつもりですか？"
"speech:detain","You have no authority for this!","こんな権利はないでしょう！"
"speech:detain","You are a fool!","バカ野郎！"
"speech:ask-search-enabled","You have been selected for a random search.","無作為検査の対象に選ばれました。"
"speech:ask-wrong-entryticket-date","This ticket is for another day.","この入国券は別の日のものです。"
"speech:ask-wrong-entryticket-date","You cannot enter today.","今日は入国できません。"
"speech:ask-wrong-entryticket-date","The date on this ticket is wrong.","入国券の日付が違いますね。"
"speech:wrong-entryticket-date","It is my mistake.","私の間違いです。"
"speech:wrong-entryticket-date","Oh?","え？"
"speech:ask-missing-entryticket","You cannot enter without a ticket.","入国券がないと入国できません。"
"speech:ask-missing-entryticket","Foreigners must present an entry ticket.","外国からの入国者は入国券の提示が必要です。"
"speech:ask-missing-entryticket","Where is your entry ticket?","入国券は？"
"speech:missing-entryticket","I do not know what that is.","それは一体何ですか？"
"speech:missing-entryticket","I have none.","持っていません。"
"speech:missing-entryticket","It was lost.","なくなりました。"
"speech:ask-wrong-identity","I cannot verify your identity.","身元の確認がとれません。"
"speech:ask-wrong-identity","Your identity does not match.","身元が一致しません。"
"speech:ask-wrong-alias","There is no record of this name.","この名前での登録はありません。"
"speech:ask-wrong-alias","I cannot verify your alias.","あなたの別名は確認できません。"
"speech:ask-wrong-fingerprints","Your fingerprints do not match our records.","指紋が登録と合いません。"
"speech:ask-wrong-fingerprints","I cannot verify your fingerprints.","指紋の確認がとれません。"
"speech:ask-contraband","There is zero tolerance for contraband.","密輸は一切認められません。"
"speech:ask-contraband","You have made a mistake coming here.","ここに来たのは間違いでしたね。"
"speech:contraband","You can see that?","そう思うんですか？"
"speech:contraband","What?","なに？"
"speech:contraband","I know nothing.","何も知らないよ。"
"speech:contraband","Is it so obvious?","わかったですか？"
"speech:ask-wrong-information","This information does not look correct.","この情報は正しくないようです。"
"speech:ask-wrong-information","This is incorrect.","これは間違ってますね。"
"speech:ask-wrong-height","Your height is different.","身長が異なっています。"
"speech:wrong-height","Perhaps my shoes are different.","たぶん、靴が違う。"
"speech:wrong-height","It is a natural difference.","いつの間にか変わりました。"
"speech:ask-wrong-weight","Your weight is different.","体重が違いますね。"
"speech:wrong-weight","I am wearing different clothes.","着ている服が違うから。"
"speech:wrong-weight","My weight has changed naturally.","体重がちょっと変わったのです。"
"speech:ask-criminal","You have interesting face.","興味深いお顔ですね。"
"speech:ask-criminal","Maybe you should not have come.","ここに来るべきではなかったですね。"
"speech:ask-criminal","We have some questions for you.","少しお聞きしたいことがあります。"
"speech:criminal","I have nothing to say.","何も言うことはない。"
"speech:criminal","Let me through or you will regret it.","通せ。後悔するぞ。"
"speech:criminal","I do not like your tone.","その言い方、良くないね。"
"speech:ask-wrong-description","This does not sound like you.","どうもあなたのことではないようですが。"
"speech:ask-wrong-description","You do not match this description.","特徴と合いませんね。"
"speech:wrong-description","I have changed.","変えましたから。"
"speech:wrong-description","How can you say for sure?","どうしてそう言うですか？"
"speech:wrong-description","Is that good or bad?","それはいいことですか？悪いことですか？"
"speech:hidden-paper","Here it is.","はい、どうぞ。"
"speech:hidden-paper","Sorry. I have it here.","すみません。これですね。"
"speech:hidden-paper","I have it here.","これです。"
"speech:hidden-paper","Here.","どうぞ。"
"speech:ask-wrong-thumbprint","Your thumb print does not match.","指紋が一致しません。"
"speech:ask-wrong-thumbprint","This print does not match.","この指紋は一致しませんね。"
"speech:ask-wrong-diploaccess","Your diplomatic authorization does not cover Arstotzka.","外交特権にアルストツカが含まれていません。"
"speech:ask-wrong-diploaccess","You have no diplomatic rights here.","本国での外交特権がありません。"
"speech:ask-wrong-diploaccess","This authorization does not include Arstotzka.","この権限証明にアルストツカが入っていません。"
"speech:wrong-diploaccess","Nonsense.","そんな。"
"speech:wrong-diploaccess","Check with your superiors.","上司に確認して。"
"speech:wrong-diploaccess","I have full authorization.","正当な権利があります。"
"speech:ask-missing-vaccinecert","Where is the vaccine certification?","ワクチン証明書は？"
"speech:ask-missing-vaccinecert","Where is your proof of vaccination?","ワクチン接種の証明書はどこですか？"
"speech:ask-missing-vaccinecert","All entrants must be vaccinated.","入国者は全員ワクチン接種が必要です。"
"speech:missing-vaccinecert","I do not believe in vaccines.","ワクチンを信じません。"
"speech:missing-vaccinecert","I could not afford certification.","その余裕がありませんでした。"
"speech:ask-vaccine-expired","This vaccine has expired.","ワクチンが期限切れですね。"
"speech:ask-vaccine-expired","This vaccine is no longer active.","このワクチンはもう無効です。"
"speech:ask-vaccine-wrongdrugs","You are missing the required vaccination.","必要なワクチンを接種されていませんね。"
"speech:ask-vaccine-wrongdrugs","This vaccine certificate is insufficient.","このワクチン証明書では不十分です。"
"speech:trade-fingerprints","Here.","はい。"
"speech:trade-fingerprints","Is this ok?","いいですか？"
"speech:trade-fingerprints","Here are my fingerprints.","これが私の指紋です。"
"speech:trade-fingerprints","Now I have ink everywhere.","もう、インクだらけだ。"
"speech:default","Please let me through.","通して下さい。"
"speech:default","What are you talking about?","何のこと？"
"speech:default","I know nothing about this.","このこと、知らない。"
"speech:default","I do not know what to say.","何のことかわからない。"
"speech:default","Oh?","え？"
"face:M00","Short Hair","短髪"
"face:M00","Good Vision","視力良好"
"face:M00","Balding","薄毛"
"face:M00","Glasses","眼鏡あり"
"face:M00","Large Mustache","豊かな口ひげ"
"face:M01","Bald","薄毛"
"face:M01","Large Curly Locks","ふわふわくせ毛"
"face:M01","Glasses","眼鏡あり"
"face:M02","Cropped Hair","短髪"
"face:M02","Glasses","眼鏡あり"
"face:M02","Overweight","太り気味"
"face:M02","No Glasses","眼鏡なし"
"face:M03","Dark Hair","暗い髪色"
"face:M03","Mustache","口ひげ"
"face:M03","Light Hair","明るい髪色"
"face:M03","Glasses","眼鏡あり"
"face:M10","Beard","あごひげ"
"face:M10","Mustache","口ひげ"
"face:M10","Shaved Head","スキンヘッド"
"face:M10","Glasses","眼鏡あり"
"face:M11","Goatee","あごひげ"
"face:M11","Perfect Vision","視力良好"
"face:M11","Mohawk","モヒカン"
"face:M11","Glasses","眼鏡あり"
"face:M12","Short Cropped Hair","短髪"
"face:M12","Long Wavy Hair","ウェービー長髪"
"face:M12","Glasses","眼鏡あり"
"face:M13","Balding","薄毛"
"face:M13","Huge Afro","大きなアフロ"
"face:M13","Thick Glasses","厚い眼鏡"
"face:M20","Balding","薄毛"
"face:M20","Curly Hair","縮毛"
"face:M20","Glasses","眼鏡あり"
"face:M21","Short Straight Hair","直毛短髪"
"face:M21","Bald","薄毛"
"face:M21","Glasses","眼鏡あり"
"face:M22","Short Light Hair","明るい短髪"
"face:M22","Dark Hair","暗い髪色"
"face:M22","Glasses","眼鏡あり"
"face:M23","Widow's Peak","富士額"
"face:M23","Mustache","口ひげ"
"face:M23","Shaved Head","スキンヘッド"
"face:M23","Glasses","眼鏡あり"
"face:M23","Clean Shaven","ひげなし"
"face:M30","Tall Forehead","広い額"
"face:M30","Totally Bald","つるっぱげ"
"face:M30","Glasses","眼鏡あり"
"face:M31","Killer Sideburns","立派なもみあげ"
"face:M31","Light Hair","明るい髪色"
"face:M31","Glasses","眼鏡あり"
"face:M32","Bobbed Hair","ボブ"
"face:M32","Long Curly Hair","縮毛長髪"
"face:M32","Glasses","眼鏡あり"
"face:M32","Large Mustache","豊かな口ひげ"
"face:M33","Short Curly Hair","くせ毛短髪"
"face:M33","Mustache","口ひげ"
"face:M33","Balding","薄毛"
"face:M33","Glasses","眼鏡あり"
"face:M33","No Mustache","口ひげなし"
"face:M40","Bald","薄毛"
"face:M40","Long Hair","長髪"
"face:M40","Glasses","眼鏡あり"
"face:M41","Mohawk","モヒカン"
"face:M41","Large Sideburns","太いもみあげ"
"face:M41","Glasses","眼鏡あり"
"face:M42","Short Curly Hair","縮毛短髪"
"face:M42","Flat-top Hair","角刈り"
"face:M42","Glasses","眼鏡あり"
"face:M42","Pencil Mustache","細い口ひげ"
"face:M43","Unkempt Curly Hair","ボサボサ頭"
"face:M43","Mustache","口ひげ"
"face:M43","Long Straight Hair","直毛長髪"
